"OBSERVATION.OBSERVATION_ID","OBSERVATION.TARGET","OBSERVATION.RA_NOM","OBSERVATION.DEC_NOM","OBSERVATION.REVOLUTION","OBSERVATION.START_UTC","OBSERVATION.END_UTC","OBSERVATION.DURATION","TARGET_TYPE.DESCRIPTION","PROPOSAL.PI_SURNAME","PROPOSAL.TYPE","OBSERVATION.PROPRIETARY_END_DATE","OBSERVATION.PPS_VERSION","OBSERVATION.COORD_OBS"
"0886010101","MW Plane 1","17 39 04.37","-29 27 44.7","3893","2021-03-13 04:30:20.000","2021-03-13 14:17:00.000","35200","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886010201","MW Plane 2","17 41 18.22","-29 53 08.9","3898","2021-03-22 13:45:04.000","2021-03-22 20:08:24.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886010301","MW Plane 3","17 39 40.41","-29 53 14.3","3898","2021-03-22 20:28:24.000","2021-03-23 02:51:44.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886010401","MW Plane 4","17 45 45.47","-30 44 09.1","3895","2021-03-16 19:06:37.000","2021-03-17 01:29:57.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886010501","MW Plane 5","17 43 52.99","-30 34 04.4","3895","2021-03-17 01:49:57.000","2021-03-17 08:13:17.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886010601","MW Plane 6","17 40 52.87","-30 11 05.5","3896","2021-03-18 16:04:17.000","2021-03-18 22:27:37.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886010701","MW Plane 7","17 42 16.94","-30 23 20.8","3899","2021-03-24 17:58:02.000","2021-03-25 00:21:22.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886010801","MW Plane 8","17 38 11.57","-30 07 38.8","3899","2021-03-25 00:41:22.000","2021-03-25 07:04:42.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886010901","MW Plane 9","17 44 20.63","-30 57 26.8","3901","2021-03-28 15:02:43.000","2021-03-28 21:26:03.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886011001","MW Plane 10","17 40 30.29","-30 34 11.8","3901","2021-03-28 21:46:03.000","2021-03-29 04:09:23.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886011101","MW Plane 11","17 42 13.20","-30 52 26.5","3902","2021-03-30 13:51:53.000","2021-03-30 21:05:13.000","26000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886011201","MW Plane 12","17 37 20.07","-30 26 19.6","3902","2021-03-30 21:25:13.000","2021-03-31 04:38:33.000","26000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-05 00:00:00.000","19.16_20210326_1200",
"0886011301","MW Plane 13","17 43 23.87","-31 16 31.0","3905","2021-04-05 08:02:59.000","2021-04-05 15:24:39.000","26500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-13 00:00:00.000","19.16_20210326_1200",
"0886020101","MW Plane 14","17 38 28.26","-30 45 43.6","3904","2021-04-03 13:58:34.000","2021-04-03 20:21:54.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-03-18 00:00:00.000","19.16_20210326_1200",
"0886020201","MW Plane 15","17 41 19.90","-31 17 12.3","3904","2021-04-03 20:41:54.000","2021-04-04 03:05:14.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-03-31 00:00:00.000","19.16_20210326_1200",
"0886020301","MW Plane 16","17 36 30.32","-30 48 13.3","3900","2021-03-26 10:41:32.000","2021-03-26 17:04:52.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-04-14 00:00:00.000","19.16_20210326_1200",
"0886020401","MW Plane 17","17 42 02.37","-31 36 29.0","3981","2021-09-04 06:18:02.000","2021-09-04 13:39:42.000","26500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-09-08 00:00:00.000","19.16_20210326_1200",
"0886020501","MW Plane 18","17 39 10.24","-31 13 38.0","3984","2021-09-10 15:28:30.000","2021-09-10 21:51:50.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-09-21 00:00:00.000","19.16_20210326_1200",
"0886020601","MW Plane 19","17 37 21.73","-31 10 22.5","3985","2021-09-12 17:06:19.000","2021-09-13 01:44:39.000","31100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-09-23 00:00:00.000","19.16_20210326_1200",
"0886020701","MW Plane 20","17 39 52.64","-31 36 31.4","3983","2021-09-08 15:58:55.000","2021-09-09 02:05:18.000","36383","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-09-14 00:00:00.000","19.16_20210326_1200",
"0886020801","MW Plane 21","17 35 42.74","-31 08 08.5","3997","2021-10-06 01:25:23.000","2021-10-06 08:24:33.000","25150","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-10-13 00:00:00.000","19.16_20210326_1200",
"0886020901","MW Plane 22","17 40 45.09","-31 53 29.8","3997","2021-10-06 08:57:03.000","2021-10-06 15:32:53.000","23750","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-10-13 00:00:00.000","19.16_20210326_1200",
"0886021001","MW Plane 23","17 38 09.66","-31 31 40.4","3997","2021-10-06 15:52:53.000","2021-10-07 00:06:13.000","29600","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-10-13 00:00:00.000","19.16_20210326_1200",
"0886021101","MW Plane 24","17 36 41.11","-31 26 25.2","4166","2022-09-07 14:32:21.000","2022-09-07 23:34:01.000","32500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-09-28 00:00:00.000","20.08_20220509_1852",
"0886021201","MW Plane 25","17 38 57.45","-31 52 39.1","4069","2022-02-26 16:11:23.000","2022-02-26 22:33:32.000","22929","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-03-15 00:00:00.000","19.17_20220121_1250",
"0886021301","MW Plane 26","17 37 09.86","-31 51 42.8","4071","2022-03-02 01:28:53.000","2022-03-02 10:40:33.000","33100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-03-16 00:00:00.000","19.17_20220121_1250",
"0886021401","MW Plane 26","17 37 09.86","-31 51 42.8","4071","2022-03-01 23:54:42.000","2022-03-02 01:28:53.000","5651","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-03-16 00:00:00.000","19.17_20220121_1250",
"0886021601","MW Plane 24","17 36 41.11","-31 26 25.2","4166","2022-09-07 11:14:05.000","2022-09-07 14:32:21.000","11896","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-09-20 00:00:00.000","20.08_20220509_1852",
"0886021701","MW Plane 23","17 38 03.29","-31 30 23.9","4175","2022-09-26 15:38:20.000","2022-09-27 00:00:00.000","30100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-21 00:00:00.000","20.08_20220509_1852",
"0886030101","MW Plane 27","17 34 38.49","-31 28 34.4","4071","2022-03-02 11:00:33.000","2022-03-02 17:23:53.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-03-18 00:00:00.000","19.17_20220121_1250",
"0886030201","MW Plane 28","17 35 32.42","-31 47 19.7","4078","2022-03-17 03:34:25.000","2022-03-17 13:02:45.000","34100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886030301","MW Plane 29","17 39 47.81","-32 12 52.3","4079","2022-03-18 16:07:36.000","2022-03-18 22:30:56.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-07 00:00:00.000","19.17_20220121_1250",
"0886030401","MW Plane 30","17 37 59.82","-32 11 58.6","4080","2022-03-20 08:30:26.000","2022-03-20 15:27:06.000","25000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-05 00:00:00.000","20.08_20220509_1852",
"0886030501","MW Plane 31","17 33 36.07","-31 49 08.0","4080","2022-03-20 15:47:06.000","2022-03-20 22:10:26.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-20 00:00:00.000","19.17_20220121_1250",
"0886030601","MW Plane 32","17 36 11.86","-32 10 59.3","4080","2022-03-20 22:30:26.000","2022-03-21 04:53:46.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886030701","MW Plane 33","17 38 50.14","-32 32 13.2","4080","2022-03-21 05:17:34.000","2022-03-21 12:39:14.000","26500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886030801","MW Plane 34","17 34 30.29","-32 07 48.8","4081","2022-03-22 14:06:36.000","2022-03-22 20:29:56.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-20 00:00:00.000","19.17_20220121_1250",
"0886030901","MW Plane 35","17 37 01.76","-32 31 16.5","4081","2022-03-22 20:49:56.000","2022-03-23 03:13:16.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-11 00:00:00.000","19.17_20220121_1250",
"0886031001","MW Plane 36","17 32 36.06","-32 08 43.3","4081","2022-03-23 03:33:16.000","2022-03-23 11:59:56.000","30400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-11 00:00:00.000","19.17_20220121_1250",
"0886031101","MW Plane 37","17 51 38.01","-28 22 47.1","4173","2022-09-22 15:03:03.000","2022-09-23 00:19:43.000","33400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-11 00:00:00.000","20.08_20220509_1852",
"0886031601","MW Plane 39","17 37 48.08","-32 49 46.6","4173","2022-09-22 07:17:13.000","2022-09-22 14:30:33.000","26000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-10 00:00:00.000","20.08_20220509_1852",
"0886040101","MW Plane 40","17 31 33.05","-32 26 05.1","4169","2022-09-14 13:06:47.000","2022-09-14 19:46:47.000","24000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-09-26 00:00:00.000","20.08_20220509_1852",
"0886040201","MW Plane 41","17 33 21.28","-32 27 19.5","4179","2022-10-03 23:29:59.000","2022-10-04 06:11:38.000","24099","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-24 00:00:00.000","20.08_20220509_1852",
"0886040301","MW Plane 42","17 35 59.36","-32 48 46.6","4180","2022-10-06 06:26:56.000","2022-10-06 13:40:16.000","26000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-27 00:00:00.000","20.08_20220509_1852",
"0886040401","MW Plane 43","17 25 28.91","-34 20 16.2","4176","2022-09-28 08:33:26.000","2022-09-28 14:56:46.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-19 00:00:00.000","20.08_20220509_1852",
"0886040501","MW Plane 44","17 26 17.50","-34 40 49.4","4176","2022-09-28 15:16:46.000","2022-09-28 23:31:46.000","29700","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-19 00:00:00.000","20.08_20220509_1852",
"0886040601","MW Plane 45","17 27 06.50","-35 01 21.5","4179","2022-10-04 14:15:00.000","2022-10-04 23:21:40.000","32800","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-24 00:00:00.000","20.08_20220509_1852",
"0886040701","MW Plane 46","17 28 57.94","-35 02 50.6","4177","2022-09-30 13:50:57.000","2022-09-30 21:49:17.000","28700","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-20 00:00:00.000","20.08_20220509_1852",
"0886041101","MW Plane 50","17 28 26.64","-33 21 56.3","3984","2021-09-10 08:32:39.000","2021-09-10 14:55:59.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2021-09-21 00:00:00.000","19.16_20210326_1200",
"0886060101","MW Plane 66","17 29 51.76","-35 25 05.4","4080","2022-03-20 00:24:36.000","2022-03-20 07:57:56.000","27200","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-03-05 00:00:00.000","19.17_20220121_1250",
"0886060201","MW Plane 67","17 27 59.78","-35 23 39.4","4085","2022-03-29 23:51:04.000","2022-03-30 07:37:44.000","28000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886060301","MW Plane 68","17 24 30.37","-34 40 58.6","4082","2022-03-24 15:15:30.000","2022-03-24 21:38:50.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-07 00:00:00.000","19.17_20220121_1250",
"0886060501","MW Plane 70","17 25 18.92","-35 01 33.4","4084","2022-03-29 04:24:01.000","2022-03-29 12:15:41.000","28300","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-20 00:00:00.000","19.17_20220121_1250",
"0886060601","MW Plane 71","17 28 49.65","-35 44 08.8","4086","2022-03-31 23:44:53.000","2022-04-01 07:31:33.000","28000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886060701","MW Plane 72","17 26 57.26","-35 42 39.3","4086","2022-04-01 07:51:33.000","2022-04-01 14:43:13.000","24700","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886060801","MW Plane 73","17 23 27.56","-34 59 51.7","4085","2022-03-30 07:57:44.000","2022-03-30 14:21:04.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-20 00:00:00.000","19.17_20220121_1250",
"0886060901","MW Plane 74","17 26 07.87","-35 22 06.9","4086","2022-04-01 15:03:13.000","2022-04-01 21:56:33.000","24800","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886061001","MW Plane 75","17 24 16.03","-35 20 28.0","4085","2022-03-30 14:41:04.000","2022-03-30 21:04:24.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886061101","MW Plane 76","17 27 47.06","-36 03 10.3","4086","2022-04-01 22:16:33.000","2022-04-02 11:43:13.000","48400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886061201","MW Plane 77","17 25 04.92","-35 41 03.2","4179","2022-10-04 07:01:39.000","2022-10-04 13:24:59.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-24 00:00:00.000","20.08_20220509_1852",
"0886061401","MW Plane 66","17 29 51.76","-35 25 05.4","4080","2022-03-19 22:40:06.000","2022-03-20 00:24:36.000","6270","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-05 00:00:00.000","19.17_20220121_1250",
"0886061501","MW Plane 67","17 27 59.78","-35 23 39.4","4085","2022-03-29 21:58:44.000","2022-03-29 23:51:04.000","6740","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-20 00:00:00.000","19.17_20220121_1250",
"0886061601","MW Plane 71","17 28 49.65","-35 44 08.8","4086","2022-03-31 21:50:23.000","2022-03-31 23:44:53.000","6870","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886070101","MW Plane 79","17 22 24.27","-35 18 42.7","4085","2022-03-30 21:24:24.000","2022-03-31 03:46:54.000","22950","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-13 00:00:00.000","19.17_20220121_1250",
"0886070201","MW Plane 80","17 23 12.66","-35 39 20.6","4085","2022-03-31 04:06:54.000","2022-03-31 12:10:04.000","28990","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-13 00:00:00.000","19.17_20220121_1250",
"0886070301","MW Plane 81","17 26 50.20","-36 20 16.3","4357","2023-09-23 13:42:05.000","2023-09-23 21:02:05.000","26400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-19 00:00:00.000","20.10_20230417_1156",
"0886070401","MW Plane 82","17 24 01.45","-35 59 57.3","4264","2023-03-22 01:06:11.000","2023-03-22 08:52:51.000","28000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-20 00:00:00.000","20.10_20230417_1156",
"0886070501","MW Plane 83","17 21 20.49","-35 37 31.4","4264","2023-03-22 13:55:24.000","2023-03-22 20:18:44.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0886070601","MW Plane 84","17 24 50.68","-36 20 32.9","4265","2023-03-24 01:00:39.000","2023-03-24 08:47:19.000","28000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0886070701","MW Plane 85","17 22 05.01","-35 59 17.3","4264","2023-03-22 20:38:44.000","2023-03-23 03:02:04.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-28 00:00:00.000","20.10_20230417_1156",
"0886070801","MW Plane 86","17 25 37.97","-36 40 56.6","4267","2023-03-28 01:13:19.000","2023-03-28 10:01:39.000","31700","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0886070901","MW Plane 87","17 20 12.40","-35 57 24.1","4264","2023-03-23 03:22:04.000","2023-03-23 12:05:24.000","31400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0886071001","MW Plane 88","17 22 53.03","-36 20 07.8","4267","2023-03-28 10:51:40.000","2023-03-28 17:15:00.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0886071101","MW Plane 89","17 23 37.57","-36 41 00.2","4268","2023-03-30 09:25:39.000","2023-03-30 17:02:19.000","27400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-28 00:00:00.000","20.10_20230417_1156",
"0886071201","MW Plane 90","17 20 58.85","-36 19 01.9","4265","2023-03-24 09:07:19.000","2023-03-24 15:43:59.000","23800","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-26 00:00:00.000","20.10_20230417_1156",
"0886071301","MW Plane 91","17 24 32.10","-37 00 48.3","4268","2023-03-30 18:03:23.000","2023-03-31 01:40:03.000","27400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-02 00:00:00.000","20.10_20230417_1156",
"0886071401","MW Plane 82","17 24 01.45","-35 59 57.3","4264","2023-03-21 22:44:31.000","2023-03-22 01:06:11.000","8500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
"0886071501","MW Plane 84","17 24 50.68","-36 20 32.9","4265","2023-03-23 22:36:39.000","2023-03-24 01:00:39.000","8640","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
"0886071801","MW Plane 81","17 26 50.20","-36 20 16.3","4357","2023-09-23 11:10:25.000","2023-09-23 13:42:05.000","9100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-19 00:00:00.000","20.10_20230417_1156",
"0886080101","MW Plane 92","17 21 33.48","-36 37 54.3","4268","2023-03-31 03:08:53.000","2023-03-31 11:35:33.000","30400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-02 00:00:00.000","20.10_20230417_1156",
"0886080201","MW Plane 93","17 19 04.81","-36 16 56.2","4265","2023-03-24 16:03:59.000","2023-03-24 22:27:19.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0886080301","MW Plane 94","17 22 37.93","-36 59 30.2","4268","2023-03-30 00:32:18.000","2023-03-30 08:35:38.000","29000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-28 00:00:00.000","20.10_20230417_1156",
"0886080401","MW Plane 95","17 19 29.64","-36 35 43.5","4265","2023-03-24 22:47:19.000","2023-03-25 04:53:59.000","22000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-26 00:00:00.000","20.10_20230417_1156",
"0886080501","MW Plane 96","17 23 11.35","-37 30 39.4","4269","2023-04-01 00:36:03.000","2023-04-01 09:46:03.000","33000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-02 00:00:00.000","20.10_20230417_1156",
"0886080601","MW Plane 97","17 20 38.99","-36 54 52.1","4359","2023-09-27 21:11:22.000","2023-09-28 03:34:42.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-16 00:00:00.000","20.10_20230417_1156",
"0886080701","MW Plane 98","17 50 49.39","-28 21 12.4","4270","2023-04-03 10:38:24.000","2023-04-03 19:48:24.000","33000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
