"OBSERVATION.OBSERVATION_ID","OBSERVATION.TARGET","OBSERVATION.RA_NOM","OBSERVATION.DEC_NOM","OBSERVATION.REVOLUTION","OBSERVATION.START_UTC","OBSERVATION.END_UTC","OBSERVATION.DURATION","TARGET_TYPE.DESCRIPTION","PROPOSAL.PI_SURNAME","PROPOSAL.TYPE","OBSERVATION.PROPRIETARY_END_DATE","OBSERVATION.PPS_VERSION","OBSERVATION.COORD_OBS"
"0934200101","MW Plane 179","17 31 58.69","-33 36 45.3","4435","2024-02-25 23:55:37.000","2024-02-26 06:02:17.000","22000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-03-14 00:00:00.000","21.23_20231215_1101",
"0934200201","MW Plane 180","17 35 24.99","-33 26 27.4","4445","2024-03-17 15:24:49.000","2024-03-17 18:51:29.000","12400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-08 00:00:00.000","21.23_20231215_1101",
"0934200301","MW Plane 181","17 33 06.80","-33 18 33.3","4445","2024-03-17 08:06:29.000","2024-03-17 11:33:09.000","12400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2999-01-01 00:00:00.000","21.23_20231215_1101",
"0934200401","MW Plane 182","17 33 07.09","-32 33 37.1","4445","2024-03-17 11:53:09.000","2024-03-17 15:04:49.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2999-01-01 00:00:00.000","PPS_NOT_AVAILABLE",
"0934200501","MW Plane 183","17 30 24.69","-34 05 09.7","4444","2024-03-16 06:19:41.000","2024-03-16 11:23:01.000","18200","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-04 00:00:00.000","21.23_20231215_1101",
"0934200601","MW Plane 184","17 41 49.90","-30 42 10.6","4446","2024-03-18 22:52:36.000","2024-03-19 02:19:16.000","12400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-08 00:00:00.000","21.23_20231215_1101",
"0934200701","MW Plane 185","17 42 32.39","-31 02 48.7","4446","2024-03-19 02:39:16.000","2024-03-19 05:50:56.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2999-01-01 00:00:00.000","21.23_20231215_1101",
"0934200801","MW Plane 186","17 40 07.10","-29 30 07.3","4445","2024-03-17 23:40:39.000","2024-03-18 04:05:19.000","15880","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-08 00:00:00.000","21.23_20231215_1101",
"0934200901","MW Plane 187","17 49 45.99","-29 52 44.0","4455","2024-04-06 11:36:15.000","2024-04-06 14:47:55.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-16 00:00:00.000","21.23_20231215_1101",
"0934201001","MW Plane 182","17 33 07.09","-32 33 37.1","4451","2024-03-28 22:12:36.000","2024-03-29 04:50:56.000","23900","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-02 00:00:00.000","21.23_20231215_1101",
